book_id,user_id,rating,id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
7679,3438,5,5343,60092572,Michael Crichton,1972,The Terminal Man,3.34,19072,https://images.gr-assets.com/books/1461056182m/7679.jpg
7682,7121,4,5739,553129198,Michael Crichton,1975,The Great Train Robbery,3.84,17309,https://images.gr-assets.com/books/1328309104m/7682.jpg
7707,217,4,8149,451530098,"George Bernard Shaw, Alan Jay Lerner",1956,Pygmalion And My Fair Lady (50Th Anniversary Edition) (Signet Classics (Paperback)),4.24,13318,https://images.gr-assets.com/books/1327891970m/7707.jpg
7714,1184,4,1454,486282228,George Bernard Shaw,1912,Pygmalion,3.9,70079,https://images.gr-assets.com/books/1453757285m/7714.jpg
7723,1335,4,3020,1593080298,"Franz Kafka, Jason Baker, Donna Freed",1915,Die Verwandlung Und Andere Erzählungen,4.01,29817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7728,381,5,1521,1580493882,"Sophocles, J.E. Thomas",-441,Ἀντιγόνη,3.6,67608,https://images.gr-assets.com/books/1486701308m/7728.jpg
7733,606,4,529,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’S Travels,3.55,168727,https://images.gr-assets.com/books/1427829692m/7733.jpg
7742,663,3,2757,60838744,Sena Jeter Naslund,1999,"Ahab'S Wife, Or The Star-Gazer",4.02,34603,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7745,2856,3,350,679785892,"Hunter S. Thompson, Ralph Steadman",1971,Fear And Loathing In Las Vegas: A Savage Journey To The Heart Of The American Dream,4.08,232489,https://images.gr-assets.com/books/1394204569m/7745.jpg
7748,46,5,5122,446698229,Hunter S. Thompson,1973,Fear And Loathing On The Campaign Trail '72,4.1,15306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7763,745,4,118,143038095,Amy Tan,1989,The Joy Luck Club,3.9,515090,https://images.gr-assets.com/books/1304978653m/7763.jpg
7769,19,3,3363,679882812,Dr. Seuss,1963,Dr. Seuss'S Abc: An Amazing Alphabet Book! (Bright And Early Board Books),4.07,27116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7770,24,4,798,7173687,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish",4.12,117582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7779,399,5,1348,679800034,Dr. Seuss,1954,Horton Hears A Who!,4.16,80883,https://images.gr-assets.com/books/1327924655m/7779.jpg
7780,2729,4,9502,679434488,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995,The Secret Art Of Dr. Seuss,4.05,8461,https://images.gr-assets.com/books/1320429156m/7780.jpg
7784,374,4,391,679889108,Dr. Seuss,1971,The Lorax,4.35,226564,https://images.gr-assets.com/books/1327879938m/7784.jpg
7785,900,1,9698,7158513,Dr. Seuss,1978,I Can Read With My Eyes Shut!,4.17,13821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7788,1478,1,2176,807218731,"Dr. Seuss, Various",2003,The Cat In The Hat And Other Dr. Seuss Favorites,4.41,46279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7797,1599,4,3762,7169973,"Theo LeSieg, Roy McKie",1961,Ten Apples Up On Top,4.11,28034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7805,1948,4,3321,141185260,Vladimir Nabokov,1962,Pale Fire,4.19,26377,https://images.gr-assets.com/books/1388155863m/7805.jpg
7815,9172,4,895,1400078431,Joan Didion,2005,The Year Of Magical Thinking,3.86,94590,https://images.gr-assets.com/books/1327878638m/7815.jpg
7869,255,4,222,752864327,Robert Ludlum,1980,The Bourne Identity,3.98,327122,https://images.gr-assets.com/books/1335860740m/7869.jpg
7882,831,3,1489,60885408,"Laura Ingalls Wilder, Garth Williams",1937,"On The Banks Of Plum Creek  (Little House, #4)",4.19,74666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7909,1146,3,7283,64400964,"Maud Hart Lovelace, Lois Lenski",1940,Betsy-Tacy,4.07,18024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7911,1245,2,5988,1416916172,Margaret Sidney,1881,Five Little Peppers And How They Grew,4.03,19780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7926,3849,3,7236,385732953,Sydney Taylor,1951,All-Of-A-Kind Family,4.23,18383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7967,2429,4,492,812550757,Orson Scott Card,1986,Speaker For The Dead,4.04,164287,https://images.gr-assets.com/books/1295660894m/7967.jpg
7968,96,3,6701,812524268,Orson Scott Card,1988,"Red Prophet (Tales Of Alvin Maker, #2)",3.78,16704,https://images.gr-assets.com/books/1379147136m/7968.jpg
7973,10436,3,5388,345482409,Orson Scott Card,1999,Enchantment,3.89,21889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7979,235,3,6873,142400300,Brian Jacques,1994,The Bellmaker,3.95,17476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7980,927,3,8484,142401447,Brian Jacques,1996,The Pearls Of Lutra,3.99,15605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7981,113,4,7479,142402451,"Brian Jacques, Allan Curless",1997,The Long Patrol,4.1,15343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7983,353,3,4578,142501522,"Brian Jacques, Gary Chalk",1992,Salamandastron,4.05,23723,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7987,2273,3,9371,142501093,Brian Jacques,1999,The Legend Of Luke,3.99,12658,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7993,284,4,5536,142302392,"Brian Jacques, Gary Chalk",1991,Mariel Of Redwall,3.96,21214,https://images.gr-assets.com/books/1299761476m/7993.jpg
7996,1245,2,1431,1862301387,Brian Jacques,1986,Redwall,4.11,73918,https://images.gr-assets.com/books/1327877368m/7996.jpg
7998,83,4,7383,142401420,Brian Jacques,1995,Outcast Of Redwall,3.9,15874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7999,8801,4,8787,142501085,Brian Jacques,1998,Marlfox,3.99,13426,https://images.gr-assets.com/books/1311702426m/7999.jpg
8073,669,2,905,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy With A Chance Of Meatballs,4.15,104677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8087,93,4,8995,441012396,Robin McKinley,1993,Deerskin,3.88,15982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8088,1801,3,5175,515138819,Robin McKinley,2003,Sunshine,3.85,27918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8089,4648,4,9270,441005837,Robin McKinley,1997,Rose Daughter,3.77,15696,https://images.gr-assets.com/books/1398552029m/8089.jpg
8127,452,5,133,451528824,L.M. Montgomery,1908,Anne Of Green Gables,4.23,502247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8155,220,4,3003,031235326X,Barbara Taylor Bradford,1979,A Woman Of Substance,4.16,31309,https://images.gr-assets.com/books/1330029941m/8155.jpg
8172,1841,3,9238,1401202527,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003,Superman: Birthright 1-12,4.12,9253,https://images.gr-assets.com/books/1343584198m/8172.jpg
8248,3851,4,2324,60885416,"Laura Ingalls Wilder, Garth Williams",1939,By The Shores Of Silver Lake,4.16,51640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8252,8513,5,3234,60885386,"Laura Ingalls Wilder, Garth Williams",1933,Farmer Boy,4.05,39863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8253,1904,2,1956,60885432,"Laura Ingalls Wilder, Garth Williams",1941,Little Town On The Prairie,4.18,63615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8282,805,4,2556,60885424,"Laura Ingalls Wilder, Garth Williams",1940,"The Long Winter (Little House, #6)",4.16,54443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8296,749,3,5827,60885459,"Laura Ingalls Wilder, Garth Williams",1953,The First Four Years,3.88,24180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8337,49,2,681,60885378,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,4.16,165127,https://images.gr-assets.com/books/1475195170m/8337.jpg
8492,82,5,7534,1581345267,Frank E. Peretti,1992,Prophet,3.92,11708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8515,138,5,9629,034542705X,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",1997,The Man Who Listens To Horses,4.1,9021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8600,218,4,1272,1592402038,Lynne Truss,2003,"Eats, Shoots And Leaves",3.86,79117,https://images.gr-assets.com/books/1473392595m/8600.jpg
8646,1706,2,8016,385337639,Mary Lawson,2002,Crow Lake,3.85,12220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8647,140,4,2564,1841492051,Orson Scott Card,2005,Shadow Of The Giant,3.98,37479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8648,2312,5,838,312861877,Orson Scott Card,1991,Xenocide,3.77,104467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8650,530,4,1117,752224417,Michael Crichton,1995,The Lost World,3.72,83389,https://images.gr-assets.com/books/1386864575m/8650.jpg
8676,9,4,4702,684845776,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986,Unlimited Power : The New Science Of Personal Achievement,4.21,18588,https://images.gr-assets.com/books/1419212761m/8676.jpg
8680,240,5,3428,055337933X,Tom Robbins,2000,Fierce Invalids Home From Hot Climates,4.01,22847,https://images.gr-assets.com/books/1327866336m/8680.jpg
8682,410,4,1503,1842430351,Tom Robbins,1984,Jitterbug Perfume,4.24,48277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8694,1245,2,751,345418905,Douglas Adams,1982,"Life, The Universe And Everything",4.19,131562,https://images.gr-assets.com/books/1333577589m/8694.jpg
8695,2011,3,599,345418921,Douglas Adams,1980,The Restaurant At The End Of The Universe,4.22,153838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8696,62,4,7187,345371984,"Douglas Adams, Mark Carwardine",1990,Last Chance To See,4.33,13860,https://images.gr-assets.com/books/1327867839m/8696.jpg
8698,23,4,1014,330491237,Douglas Adams,1984,"So Long, And Thanks For All The Fish",4.08,93774,https://images.gr-assets.com/books/1369563116m/8698.jpg
8725,111,4,6021,375758739,Ruth Reichl,2001,Comfort Me With Apples: More Adventures At The Table,4.02,16021,https://images.gr-assets.com/books/1339885200m/8725.jpg
8732,670,3,2601,9780141962820.0,John Steinbeck,1933,The Red Pony,3.42,37535,https://images.gr-assets.com/books/1391231816m/8732.jpg
8745,1500,4,8176,688172377,"Waris Dirie, Cathleen Miller",1998,Desert Flower: The Extraordinary Journey Of A Desert Nomad,4.09,9609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8765,343,4,3579,307264556,Nora Ephron,2006,I Feel Bad About My Neck: And Other Thoughts On Being A Woman,3.65,29749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8852,3438,3,154,743477103,William Shakespeare,1606,The Tragedy Of Macbeth,3.88,496018,https://images.gr-assets.com/books/1459795224m/8852.jpg
8908,808,3,239,307346609,Max Brooks,2006,World War Z: An Oral History Of The Zombie War,4.01,312969,https://images.gr-assets.com/books/1386328204m/8908.jpg
8909,1317,4,547,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War Of The Worlds,3.8,159752,https://images.gr-assets.com/books/1320391644m/8909.jpg
8914,118,3,10000,375700455,John Keegan,1998,The First World War,4.0,9162,https://images.gr-assets.com/books/1403194704m/8914.jpg
8921,217,1,618,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound Of The Baskervilles,4.09,154517,https://images.gr-assets.com/books/1355929358m/8921.jpg
8948,1224,4,7054,316156299,Darren Shan,2002,"Sons Of Destiny (Cirque Du Freak, Book 12)",4.22,14997,https://images.gr-assets.com/books/1344270002m/8948.jpg
8949,726,5,6652,316156280,Darren Shan,2005,"Lord Of The Shadows (Cirque Du Freak, #11)",4.22,15794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8951,194,4,6175,316016659,Darren Shan,2002,"The Lake Of Souls (Cirque Du Freak, #10)",4.19,16803,https://images.gr-assets.com/books/1255988654m/8951.jpg
8952,1521,3,5681,9780316016670.0,Darren Shan,2003,"Killers Of The Dawn (Cirque Du Freak, #9)",4.22,18194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8953,1087,4,2961,439286069,Rodman Philbrick,1993,Freak The Mighty,3.98,34587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8957,170,4,4132,9780316905730.0,Darren Shan,2000,"Tunnels Of Blood (Cirque Du Freak, #3)",4.14,26287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8960,1404,3,4514,316905747,Darren Shan,2001,"Vampire Mountain (Cirque Du Freak, #4)",4.16,23847,https://images.gr-assets.com/books/1255813254m/8960.jpg
8962,3429,3,2759,316905712,Darren Shan,2000,"Cirque Du Freak (Cirque Du Freak, #1)",4.07,38753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8963,943,3,5497,316000981,Darren Shan,2002,"Hunters Of The Dusk (Cirque Du Freak, #7)",4.17,19326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8964,1015,3,5285,1577780728,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: Dc Talk And The Voice Of The Martyrs - Stories Of Those Who Stood For Jesus, The Ultimate Jesus Freaks",4.2,17602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8965,1711,5,3577,9780316905720.0,Darren Shan,2000,"The Vampire'S Assistant (Cirque Du Freak, #2)",4.12,29943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8966,496,4,5565,316106534,Darren Shan,2002,"Allies Of The Night (Cirque Du Freak, Book 8)",4.19,18649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8967,2936,3,4916,316000957,Darren Shan,2001,"Trials Of Death (Cirque Du Freak, #5)",4.25,22157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8968,148,4,5159,316000973,Darren Shan,2002,"The Vampire Prince (Cirque Du Freak, #6)",4.23,20877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9010,1948,4,1701,806527285,Tucker Max,2006,I Hope They Serve Beer In Hell,3.51,46092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9013,424,2,7630,1592289444,Slavomir Rawicz,1956,The Long Walk: The True Story Of A Trek To Freedom,4.18,10188,https://images.gr-assets.com/books/1417980460m/9013.jpg
9014,3,1,1288,451196716,"Richard Bachman, Stephen King",1979,The Long Walk,4.11,71775,https://images.gr-assets.com/books/1309212400m/9014.jpg
9282,1864,4,3894,440235162,Nicholas Evans,2001,The Smoke Jumper,4.05,25668,https://images.gr-assets.com/books/1403193693m/9282.jpg
9298,1164,4,3016,60086246,Marian Keyes,1999,Last Chance Saloon,3.78,32255,https://images.gr-assets.com/books/1407708818m/9298.jpg
9300,104,5,1713,99489988,Marian Keyes,1995,Watermelon,3.79,55841,https://images.gr-assets.com/books/1345767584m/9300.jpg
9301,872,3,1913,60090383,Marian Keyes,1997,Rachel'S Holiday,3.93,48663,https://images.gr-assets.com/books/1407709261m/9301.jpg
9302,495,5,2938,60731486,Marian Keyes,2004,The Other Side Of The Story,3.77,32185,https://images.gr-assets.com/books/1407107814m/9302.jpg
9303,171,4,2610,60090375,Marian Keyes,1996,Lucy Sullivan Is Getting Married,3.74,38473,https://images.gr-assets.com/books/1407707569m/9303.jpg
9328,10091,2,669,553383809,"Isabel Allende, Magda Bogin",1982,La Casa De Los Espíritus,4.2,119930,https://images.gr-assets.com/books/1358615501m/9328.jpg
9355,680,2,4392,345479726,John Irving,2005,Until I Find You,3.61,20784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9370,7627,4,2274,1842430343,Tom Robbins,1990,Skinny Legs And All,4.03,32991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9375,438,2,409,375508414,Fannie Flagg,1987,Fried Green Tomatoes At The Whistle Stop Cafe,4.26,207508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9416,780,2,108,440241413,Sophie Kinsella,2000,Confessions Of A Shopaholic,3.61,543658,https://images.gr-assets.com/books/1327872404m/9416.jpg
9417,1053,5,1436,044024191X,Sophie Kinsella,2004,Shopaholic And Sister,3.64,69007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9418,2429,3,955,440241812,Sophie Kinsella,2001,Shopaholic Abroad,3.75,93498,https://images.gr-assets.com/books/1266449959m/9418.jpg
9419,455,5,1063,440241898,Sophie Kinsella,2002,Shopaholic Ties The Knot,3.77,88139,https://images.gr-assets.com/books/1371383294m/9419.jpg
9420,5019,5,952,385338708,Sophie Kinsella,2007,Shopaholic And Baby,3.77,98130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9454,794,2,7444,198245971,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807,Phänomenologie Des Geistes,3.91,11744,https://images.gr-assets.com/books/1425522818m/9454.jpg
9475,906,4,3769,439474299,Jenny Nimmo,2002,Midnight For Charlie Bone,3.79,32917,https://images.gr-assets.com/books/1328868798m/9475.jpg
9503,280,4,4057,034546401X,Amy Tan,2005,Saving Fish From Drowning: A Novel,3.41,24579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9516,23,3,828,037571457X,"Marjane Satrapi, Mattias Ripa",2000,Persepolis,4.23,117103,https://images.gr-assets.com/books/1425871473m/9516.jpg
9517,246,2,2451,375714669,"Marjane Satrapi, Anjali Singh",2001,Persepolis 2,4.23,45718,https://images.gr-assets.com/books/1327865598m/9517.jpg
9522,611,3,2386,2844140580,Marjane Satrapi,2000,"Persepolis, Volume 1",4.27,46993,https://images.gr-assets.com/books/1375777630m/9522.jpg
9526,22,3,8367,375714677,"Marjane Satrapi, Anjali Singh",2006,Embroideries,3.82,11879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9530,87,3,5035,965925072,Robert Kurson,2004,Shadow Divers: The True Adventure Of Two Americans Who Risked Everything To Solve One Of The Last Mysteries Of World War Ii,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9531,1146,5,3910,078683787X,"Dave Barry, Ridley Pearson, Greg Call",2006,Peter And The Shadow Thieves,4.15,29555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9532,1277,3,760,765342405,Orson Scott Card,1998,Ender'S Shadow,4.3,115521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9534,662,4,1646,812565959,Orson Scott Card,2000,Shadow Of The Hegemon,3.93,58991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9539,289,4,722,812513738,Robert Jordan,1992,The Shadow Rising,4.21,122524,https://images.gr-assets.com/books/1470841890m/9539.jpg
9555,10247,3,3540,679750533,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",1993,象の消滅 [Zō No Shōmetsu],3.88,23950,https://images.gr-assets.com/books/1391384346m/9555.jpg
9557,1391,2,1270,99448475,"Haruki Murakami, Philip Gabriel",1999,スプートニクの恋人 [Supūtoniku No Koibito],3.82,62229,https://images.gr-assets.com/books/1486764070m/9557.jpg
9566,243,4,1299,184243022X,Tom Robbins,1980,Still Life With Woodpecker,4.04,56802,https://images.gr-assets.com/books/1308749778m/9566.jpg
9567,4162,4,4316,184243036X,Tom Robbins,1994,Half Asleep In Frog Pajamas,3.73,17053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9569,805,5,4872,1842431021,Tom Robbins,2003,Villa Incognito,3.65,14206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9570,1999,3,3027,1842431293,Tom Robbins,1971,Another Roadside Attraction,3.97,25777,https://images.gr-assets.com/books/1327866271m/9570.jpg
9589,500,5,3600,425161293,Kurt Vonnegut Jr.,1990,Hocus Pocus,3.81,23046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9590,462,3,2098,385333471,Kurt Vonnegut Jr.,1965,"God Bless You, Mr Rosewater Or Pearls Before Swine",3.94,40353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9592,107,3,1704,385334141,Kurt Vonnegut Jr.,1961,Mother Night,4.21,52249,https://images.gr-assets.com/books/1344621657m/9592.jpg
9593,87,3,1676,385333870,Kurt Vonnegut Jr.,1985,Galápagos,3.87,48330,https://images.gr-assets.com/books/1355012643m/9593.jpg
9594,1244,4,3133,99267543,Kurt Vonnegut Jr.,1997,Timequake,3.71,23562,https://images.gr-assets.com/books/1405784951m/9594.jpg
9595,373,5,3068,385334230,Kurt Vonnegut Jr.,1976,Slapstick,3.87,27371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9597,1487,3,2552,385333781,Kurt Vonnegut Jr.,1952,Player Piano,3.85,34362,https://images.gr-assets.com/books/1488041609m/9597.jpg
9598,7311,4,4517,385334176,Kurt Vonnegut Jr.,1982,Deadeye Dick,3.8,19212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9601,518,5,3202,038533351X,Kurt Vonnegut Jr.,1987,Bluebeard,4.02,27011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9646,1082,3,4004,156421178,"George Orwell, Lionel Trilling",1938,Homage To Catalonia,4.14,22227,https://images.gr-assets.com/books/1394868278m/9646.jpg
9648,136,3,9642,141183721,George Orwell,1936,Keep The Aspidistra Flying,3.87,9599,https://images.gr-assets.com/books/1331244097m/9648.jpg
9650,352,4,6727,1421808307,George Orwell,1934,Burmese Days,3.84,12119,https://images.gr-assets.com/books/1415573403m/9650.jpg
9654,95,3,8189,451209435,Erica Jong,1973,Fear Of Flying,3.44,13061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9712,492,3,233,140003468X,"Gabriel García Márquez, Edith Grossman",1985,El Amor En Los Tiempos Del Cólera,3.89,283806,https://images.gr-assets.com/books/1327124987m/9712.jpg
9717,11,4,323,571224385,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná Lehkost Bytí,4.08,205279,https://images.gr-assets.com/books/1265401884m/9717.jpg
9742,1725,3,690,307237699,Barack Obama,2006,The Audacity Of Hope: Thoughts On Reclaiming The American Dream,3.69,110873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9762,2,4,6426,1400045371,"Byron Katie, Stephen Mitchell",2002,Loving What Is: Four Questions That Can Change Your Life,4.15,12568,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9777,529,3,436,679457313,Arundhati Roy,1997,The God Of Small Things,3.91,165378,https://images.gr-assets.com/books/1436217001m/9777.jpg
9784,1254,4,4359,486424588,D.H. Lawrence,1920,Women In Love,3.66,22372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9791,57,3,316,307279464,Bill Bryson,1997,A Walk In The Woods,4.05,250192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9799,787,4,4788,571219357,Jonathan Lethem,2003,The Fortress Of Solitude,3.87,15100,https://images.gr-assets.com/books/1418677318m/9799.jpg
9804,216,4,5244,156106809,"Italo Calvino, Archibald Colquhoun",1957,Il Barone Rampante,4.06,13221,https://images.gr-assets.com/books/1344432724m/9804.jpg
9809,348,3,2698,156453800,"Italo Calvino, William Weaver",1972,Le Città Invisibili,4.19,32253,https://images.gr-assets.com/books/1468623303m/9809.jpg
9820,1878,1,3692,037575931X,Wallace Stegner,1987,Crossing To Safety,4.16,25578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9822,3577,4,738,689862202,Robert C. O'Brien,1971,Mrs. Frisby And The Rats Of Nimh,4.13,135978,https://images.gr-assets.com/books/1351191064m/9822.jpg
9827,20,4,3776,385333765,James Clavell,1962,King Rat,4.1,25071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9833,441,4,4388,1400044618,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006,"めくらやなぎと、眠る女 [Mekurayanagi To, Nemuru Onna]",3.83,19216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9838,1958,4,2967,316159417,"Åsne Seierstad, Ingrid Christopherson",2002,Bokhandleren I Kabul,3.76,30531,https://images.gr-assets.com/books/1388611939m/9838.jpg
9844,2753,3,1843,081297235X,Curtis Sittenfeld,2005,Prep,3.36,50598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9854,10,4,9204,143036580,"Jeffrey D. Sachs, Bono",2005,The End Of Poverty,3.66,7917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9864,136,4,9966,312254997,Salman Rushdie,1999,The Ground Beneath Her Feet,3.77,8673,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
